Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
75,0,,,,,,,,,,,,,1.136408,1.154020,-1.334458,1040.971313,1043.481812,600.890381,,,,,,
76,0,,,,,,,,,,,,,1.129776,1.158466,-1.326972,1040.850342,1043.446411,600.937561,,,,,,
77,0,,,,,,,,,,,,,1.121375,1.164224,-1.317762,1041.188965,1043.387451,600.688721,,,,,,
78,0,,,,,,,,,,,,,1.114069,1.168520,-1.309511,1041.203003,1043.393799,600.755737,,,,,,
79,0,,,,,,,,,,,,,1.106335,1.172917,-1.301229,1041.384766,1043.526367,600.788391,,,,,,
80,0,,,,,,,,,,,,,1.096019,1.177458,-1.290974,1041.765991,1044.661621,601.096924,,,,,,
81,0,,,,,,,,,,,,,1.088187,1.181637,-1.282511,1041.911377,1044.634521,601.108459,,,,,,
82,0,,,,,,,,,,,,,1.081520,1.185566,-1.275078,1042.211060,1044.676270,601.196899,,,,,,
83,0,,,,,,,,,,,,,1.075558,1.189413,-1.268329,1042.494751,1044.874390,601.235718,,,,,,
84,0,,,,,,,,,,,,,1.070258,1.192647,-1.262462,1042.741943,1045.047974,601.215332,,,,,,
85,0,,,,,,,,,,,,,1.066036,1.194379,-1.258720,1042.800659,1044.906250,601.275940,,,,,,
86,0,,,,,,,,,,,,,1.064448,1.197022,-1.255096,1043.389404,1044.684937,600.846680,,,,,,
87,0,,,,,,,,,,,,,1.062809,1.197794,-1.253289,1043.578857,1044.975342,600.949097,,,,,,
88,0,,,,,,,,,,,,,1.062553,1.198068,-1.252669,1043.873413,1045.255737,601.018433,,,,,,
89,0,,,,,,,,,,,,,1.063423,1.198003,-1.253383,1044.129517,1045.611206,601.006104,,,,,,
90,0,,,,,,,,,,,,,1.065408,1.196892,-1.255335,1044.488770,1046.110718,601.233398,,,,,,
91,0,,,,,,,,,,,,,1.067248,1.193667,-1.259944,1044.664062,1046.422241,601.309326,,,,,,
92,0,,,,,,,,,,,,,1.071484,1.191474,-1.264539,1044.914429,1046.857178,601.125977,,,,,,
93,0,,,,,,,,,,,,,1.077076,1.187694,-1.270662,1045.303467,1047.010010,601.195679,,,,,,
94,0,,,,,,,,,,,,,1.083320,1.184506,-1.276939,1045.647827,1047.468872,601.186462,,,,,,
95,0,,,,,,,,,,,,,1.091184,1.180210,-1.285097,1046.081421,1047.675171,601.284668,,,,,,
96,0,,,,,,,,,,,,,1.099058,1.174674,-1.294384,1045.918823,1047.213989,601.574219,,,,,,
97,0,,,,,,,,,,,,,1.106941,1.169956,-1.302104,1046.098145,1047.621826,601.885376,,,,,,
