Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
106,0,,,,,,,-0.000597,0.001262,0.008300,1034.911743,1044.469604,501.153107,2.616602,-1.701678,0.058186,961.923157,-1769.329468,150.404800,,,,,,
107,0,,,,,,,-0.000573,0.001289,0.008237,1034.896606,1044.453735,501.155090,2.616614,-1.701797,0.058181,961.958801,-1769.312988,150.433807,,,,,,
108,0,,,,,,,-0.000637,0.001278,0.008096,1034.866455,1044.445435,501.164490,2.616612,-1.701633,0.058207,961.952942,-1769.336914,150.425888,,,,,,
109,0,,,,,,,-0.000557,0.001279,0.007926,1034.824585,1044.453735,501.153595,2.616622,-1.701703,0.058206,961.950012,-1769.307251,150.411942,,,,,,
110,0,,,,,,,-0.000653,0.001324,0.007737,1034.796509,1044.436890,501.158722,2.616948,-1.702346,0.059335,962.210022,-1769.304321,150.649734,,,,,,
111,0,,,,,,,-0.000660,0.001347,0.007563,1034.771851,1044.453735,501.167419,2.616640,-1.701754,0.058197,961.935608,-1769.325317,150.432404,,,,,,
112,0,,,,,,,-0.000688,0.001398,0.007297,1034.746216,1044.430786,501.172119,2.617025,-1.702318,0.059518,962.209534,-1769.289062,150.670914,,,,,,
113,0,,,,,,,-0.000709,0.001354,0.007036,1034.728638,1044.449219,501.172058,2.616575,-1.701718,0.058152,961.935669,-1769.334839,150.399063,,,,,,
114,0,,,,,,,-0.000608,0.001487,0.006722,1034.705444,1044.434570,501.155609,2.616973,-1.702307,0.059459,962.215576,-1769.306396,150.651855,,,,,,
115,0,,,,,,,-0.000659,0.001437,0.006469,1034.695923,1044.416016,501.153229,2.616639,-1.701777,0.058229,961.946716,-1769.296021,150.420135,,,,,,
116,0,,,,,,,-0.000629,0.001560,0.006138,1034.667603,1044.444336,501.146423,2.616925,-1.702325,0.059406,962.207825,-1769.306030,150.637466,,,,,,
117,0,,,,,,,-0.000676,0.001520,0.005861,1034.656738,1044.418335,501.153046,2.616592,-1.701721,0.058188,961.937378,-1769.326660,150.401917,,,,,,
118,0,,,,,,,-0.000200,0.000760,0.004730,1034.386230,1044.711182,500.958191,2.617041,-1.702237,0.059351,962.215637,-1769.313110,150.647247,,,,,,
119,0,,,,,,,-0.000747,-0.000210,0.004130,1034.377319,1044.565552,501.171814,2.616974,-1.702356,0.059485,962.209900,-1769.282227,150.674881,,,,,,
120,0,,,,,,,-0.000797,-0.000077,0.003824,1034.401001,1044.544189,501.205627,2.616585,-1.701701,0.058173,961.939392,-1769.326294,150.406265,,,,,,
121,0,,,,,,,-0.000817,-0.000033,0.003530,1034.407104,1044.524170,501.224152,2.616921,-1.702320,0.059314,962.201538,-1769.289062,150.641846,,,,,,
122,0,,,,,,,-0.000290,0.001005,0.003492,1034.410156,1044.568115,501.016022,2.616988,-1.702264,0.059387,962.205444,-1769.315063,150.647385,,,,,,
123,0,,,,,,,-0.000313,0.000905,0.003152,1034.388184,1044.526245,501.033722,2.617054,-1.702307,0.059464,962.234192,-1769.287842,150.657303,,,,,,
124,0,,,,,,,-0.000316,0.000884,0.002877,1034.409790,1044.477173,501.063171,2.616586,-1.701758,0.058159,961.942810,-1769.328613,150.412354,,,,,,
125,0,,,,,,,-0.000366,0.000749,0.002654,1034.385376,1044.435059,501.067474,2.617008,-1.702283,0.059399,962.217163,-1769.280884,150.649719,,,,,,
126,0,,,,,,,-0.000351,0.000885,0.002402,1034.375488,1044.389771,501.065125,2.616978,-1.702401,0.059418,962.210999,-1769.309082,150.655487,,,,,,
127,0,,,,,,,-0.000221,0.000865,0.002360,1034.377930,1044.373657,501.038544,2.617004,-1.702362,0.059423,962.214844,-1769.296631,150.657455,,,,,,
128,0,,,,,,,-0.000243,0.000881,0.002257,1034.388306,1044.344116,501.047485,2.616941,-1.702329,0.059411,962.209778,-1769.292969,150.659515,,,,,,
129,0,,,,,,,-0.000261,0.000964,0.002359,1034.431396,1044.349121,501.054718,2.616613,-1.701654,0.058214,961.927734,-1769.348267,150.408768,,,,,,
130,0,,,,,,,-0.000352,0.000894,0.002447,1034.450195,1044.345093,501.070312,2.616587,-1.701724,0.058188,961.938538,-1769.326416,150.412827,,,,,,
131,0,,,,,,,-0.000384,0.000813,0.002594,1034.462402,1044.364014,501.072876,2.616973,-1.702357,0.059397,962.213684,-1769.294556,150.651749,,,,,,
132,0,,,,,,,-0.000326,0.000704,0.002812,1034.489380,1044.375610,501.055359,2.617000,-1.702306,0.059402,962.220276,-1769.292114,150.647141,,,,,,
133,0,,,,,,,-0.000320,0.000750,0.003006,1034.499390,1044.384277,501.039093,2.616992,-1.702324,0.059413,962.191956,-1769.328979,150.648895,,,,,,
134,0,,,,,,,-0.000299,0.000775,0.003248,1034.539917,1044.416748,501.024597,2.617002,-1.702290,0.059377,962.213745,-1769.297729,150.641479,,,,,,
135,0,,,,,,,-0.000180,0.000851,0.003671,1034.558105,1044.459106,500.980621,2.616557,-1.701629,0.058105,961.941956,-1769.333862,150.404510,,,,,,
136,0,,,,,,,-0.000446,0.001841,0.004766,1034.839722,1044.215576,501.083740,2.616557,-1.701656,0.058147,961.936829,-1769.327515,150.412155,,,,,,
137,0,,,,,,,-0.001076,0.000716,0.004861,1034.856812,1044.106201,501.316437,2.616956,-1.702348,0.059468,962.202271,-1769.319824,150.644669,,,,,,
138,0,,,,,,,-0.000543,0.001733,0.005452,1034.884888,1044.191528,501.096680,2.616975,-1.702370,0.059385,962.233154,-1769.282593,150.650375,,,,,,
139,0,,,,,,,-0.000626,0.001528,0.005736,1034.903687,1044.202393,501.134155,2.616624,-1.701754,0.058200,961.944580,-1769.315552,150.411133,,,,,,
140,0,,,,,,,-0.000517,0.001684,0.006023,1034.924805,1044.180542,501.102631,2.616636,-1.701757,0.058312,961.946045,-1769.294189,150.427155,,,,,,
141,0,,,,,,,-0.000714,0.001317,0.006396,1034.959961,1044.177002,501.169434,2.617007,-1.702266,0.059421,962.223511,-1769.293579,150.640564,,,,,,
142,0,,,,,,,-0.000623,0.001460,0.006679,1034.954224,1044.191284,501.123901,2.616624,-1.701767,0.058210,961.937256,-1769.314209,150.404556,,,,,,
143,0,,,,,,,-0.000704,0.001314,0.006984,1035.003784,1044.184448,501.163300,2.616976,-1.702408,0.059452,962.207886,-1769.299194,150.651123,,,,,,
144,0,,,,,,,-0.000659,0.001364,0.007236,1035.028687,1044.149902,501.152802,2.616990,-1.702334,0.059421,962.214355,-1769.295166,150.639374,,,,,,
145,0,,,,,,,-0.000641,0.001278,0.007462,1035.064453,1044.167847,501.151855,2.616644,-1.701697,0.058195,961.921265,-1769.318237,150.409866,,,,,,
146,0,,,,,,,-0.000585,0.001313,0.007715,1035.064331,1044.161133,501.138916,2.616954,-1.702326,0.059402,962.206055,-1769.303101,150.643967,,,,,,
147,0,,,,,,,-0.000593,0.001204,0.007870,1035.117432,1044.168823,501.148865,2.616634,-1.701777,0.058260,961.928772,-1769.346558,150.411453,,,,,,
148,0,,,,,,,-0.000674,0.001158,0.008102,1035.139648,1044.186035,501.163300,2.616989,-1.702308,0.059381,962.202393,-1769.299927,150.648071,,,,,,
149,0,,,,,,,-0.000583,0.001213,0.008187,1035.184082,1044.168823,501.146210,2.616637,-1.701724,0.058215,961.942078,-1769.314575,150.410507,,,,,,
150,0,,,,,,,-0.000638,0.001217,0.008232,1035.205811,1044.190918,501.159851,2.616974,-1.702335,0.059384,962.200195,-1769.299805,150.650818,,,,,,
