Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
69,0,,,,,,,0.003214,0.000044,0.005458,1034.421021,1041.444702,573.826660,2.157467,2.284948,-0.019473,49.342445,-1161.758789,302.113159,,,,,,
70,0,,,,,,,0.003236,0.000145,0.005322,1034.451050,1041.531860,573.813965,2.157466,2.284920,-0.019540,49.346893,-1161.788818,302.101044,,,,,,
71,0,,,,,,,0.003214,0.000101,0.005282,1034.480591,1041.634399,573.818359,2.157434,2.284932,-0.019495,49.328384,-1161.765381,302.100494,,,,,,
72,0,,,,,,,0.003216,0.000041,0.005141,1034.477417,1041.728516,573.810486,2.157590,2.284920,-0.019363,49.360741,-1161.818237,302.145844,,,,,,
73,0,,,,,,,0.003227,0.000132,0.004955,1034.519165,1041.790161,573.849426,2.157554,2.284923,-0.019352,49.357643,-1161.811157,302.134125,,,,,,
74,0,,,,,,,0.003200,0.000041,0.004843,1034.535400,1041.894897,573.838196,2.157484,2.284952,-0.019476,49.335247,-1161.781372,302.101929,,,,,,
75,0,,,,,,,0.003085,0.000247,0.004639,1034.601685,1042.028564,573.880493,2.157583,2.284928,-0.019421,49.349503,-1161.834839,302.111115,,,,,,
76,0,,,,,,,0.003061,0.000269,0.004608,1034.634033,1042.111328,573.879944,2.157497,2.284905,-0.019482,49.329941,-1161.766113,302.104553,,,,,,
77,0,,,,,,,0.003125,0.000332,0.004567,1034.639771,1042.198608,573.872681,2.157556,2.284914,-0.019361,49.358734,-1161.813599,302.138123,,,,,,
78,0,,,,,,,0.003113,0.000305,0.004494,1034.623901,1042.270996,573.867493,2.157456,2.284949,-0.019488,49.342266,-1161.795288,302.109436,,,,,,
79,0,,,,,,,0.003136,0.000331,0.004357,1034.612915,1042.294556,573.877625,2.157489,2.284953,-0.019503,49.329048,-1161.782349,302.087738,,,,,,
80,0,,,,,,,0.003185,0.000312,0.004351,1034.593384,1042.353516,573.869812,2.157486,2.284943,-0.019447,49.329891,-1161.776978,302.113190,,,,,,
81,0,,,,,,,0.003138,0.000304,0.004418,1034.600342,1042.397095,573.878906,2.157490,2.284928,-0.019503,49.331387,-1161.759399,302.096832,,,,,,
82,0,,,,,,,0.003156,0.000349,0.004397,1034.569336,1042.439087,573.851868,2.157490,2.284956,-0.019457,49.324505,-1161.770142,302.087952,,,,,,
83,0,,,,,,,0.003182,0.000273,0.004314,1034.547241,1042.423584,573.880798,2.157459,2.284903,-0.019472,49.342594,-1161.813965,302.116577,,,,,,
84,0,,,,,,,0.003154,0.000239,0.004455,1034.531494,1042.457397,573.897583,2.157492,2.284960,-0.019536,49.325798,-1161.788330,302.097748,,,,,,
85,0,,,,,,,0.003167,0.000302,0.004508,1034.510864,1042.450684,573.869995,2.157610,2.284893,-0.019335,49.366756,-1161.786377,302.145081,,,,,,
86,0,,,,,,,0.003082,0.000252,0.004565,1034.464600,1042.448486,573.882568,2.157524,2.284941,-0.019413,49.349781,-1161.817871,302.146240,,,,,,
87,0,,,,,,,0.003179,0.000377,0.004737,1034.430298,1042.452881,573.865295,2.157516,2.284932,-0.019474,49.326141,-1161.772949,302.096130,,,,,,
88,0,,,,,,,0.003169,0.000221,0.004755,1034.391724,1042.401611,573.903503,2.157497,2.284965,-0.019470,49.319672,-1161.775635,302.100555,,,,,,
89,0,,,,,,,0.003189,0.000392,0.004956,1034.366333,1042.410767,573.869080,2.157505,2.284935,-0.019497,49.325497,-1161.772705,302.106171,,,,,,
90,0,,,,,,,0.003145,0.000194,0.005064,1034.299805,1042.365967,573.897400,2.157551,2.284927,-0.019405,49.358540,-1161.816162,302.147614,,,,,,
91,0,,,,,,,0.003287,0.000160,0.005236,1034.197144,1042.213989,573.843811,2.157518,2.284949,-0.019465,49.340733,-1161.749512,302.100281,,,,,,
92,0,,,,,,,0.003352,0.000169,0.005418,1034.151733,1042.206055,573.809753,2.157566,2.284906,-0.019397,49.354710,-1161.811157,302.131836,,,,,,
93,0,,,,,,,0.003278,0.000005,0.005479,1034.081787,1042.115845,573.833374,2.157480,2.284966,-0.019469,49.309082,-1161.766357,302.094635,,,,,,
94,0,,,,,,,0.003382,0.000060,0.005669,1034.043823,1042.057251,573.803284,2.157556,2.284913,-0.019360,49.362160,-1161.810425,302.124481,,,,,,
95,0,,,,,,,0.003405,-0.000011,0.005810,1034.010132,1042.017578,573.826111,2.157522,2.284948,-0.019468,49.322750,-1161.793457,302.094666,,,,,,
96,0,,,,,,,0.003413,-0.000043,0.005910,1033.955933,1041.926025,573.819763,2.157465,2.284939,-0.019435,49.338688,-1161.781494,302.108643,,,,,,
